kurst,fcurr,tcurr,gdatu,ukurs,ffact,tfact,serie,fetched_at
M,USD,MXN,1991-11-14,3.0735,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1991-11-15,3.0712,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1991-11-16,3.0718,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1991-11-17,3.0718,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1991-11-18,3.0718,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1991-11-19,3.0684,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1991-11-20,3.0673,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1991-11-21,3.0673,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1991-11-22,3.0661,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1991-11-23,3.0632,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1991-11-24,3.0632,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1991-11-25,3.0632,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1991-11-26,3.0612,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1991-11-27,3.0622,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1991-11-28,3.076,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1991-11-29,3.0731,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1991-11-30,3.0677,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1991-12-01,3.0677,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1991-12-02,3.0677,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1991-12-03,3.0672,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1991-12-04,3.0662,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1991-12-05,3.0666,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1991-12-06,3.066,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1991-12-07,3.0654,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1991-12-08,3.0654,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1991-12-09,3.0654,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1991-12-10,3.0643,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1991-12-11,3.0625,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1991-12-12,3.0622,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1991-12-13,3.0622,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1991-12-14,3.0623,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1991-12-15,3.0623,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1991-12-16,3.0623,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1991-12-17,3.0622,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1991-12-18,3.0753,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1991-12-19,3.0756,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1991-12-20,3.076,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1991-12-21,3.0748,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1991-12-22,3.0748,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1991-12-23,3.0748,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1991-12-24,3.0774,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1991-12-25,3.0837,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1991-12-26,3.0837,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1991-12-27,3.0841,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1991-12-28,3.071,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1991-12-29,3.071,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1991-12-30,3.071,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1991-12-31,3.0739,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-01-01,3.0739,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-01-02,3.0739,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-01-03,3.078,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-01-04,3.0753,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-01-05,3.0753,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-01-06,3.0753,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-01-07,3.0744,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-01-08,3.0695,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-01-09,3.0665,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-01-10,3.0663,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-01-11,3.0662,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-01-12,3.0662,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-01-13,3.0662,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-01-14,3.0668,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-01-15,3.0661,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-01-16,3.0642,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-01-17,3.0646,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-01-18,3.0679,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-01-19,3.0679,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-01-20,3.0679,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-01-21,3.0657,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-01-22,3.0631,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-01-23,3.0625,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-01-24,3.0617,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-01-25,3.0736,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-01-26,3.0736,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-01-27,3.0736,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-01-28,3.0791,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-01-29,3.0687,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-01-30,3.0659,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-01-31,3.066,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-02-01,3.0685,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-02-02,3.0685,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-02-03,3.0685,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-02-04,3.0673,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-02-05,3.0656,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-02-06,3.0656,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-02-07,3.0645,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-02-08,3.0648,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-02-09,3.0648,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-02-10,3.0648,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-02-11,3.0645,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-02-12,3.0674,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-02-13,3.0644,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-02-14,3.0633,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-02-15,3.064,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-02-16,3.064,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-02-17,3.064,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-02-18,3.0634,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-02-19,3.0621,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-02-20,3.0618,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-02-21,3.0608,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-02-22,3.0621,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-02-23,3.0621,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-02-24,3.0621,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-02-25,3.061,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-02-26,3.0621,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-02-27,3.0609,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-02-28,3.0608,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-02-29,3.0608,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-03-01,3.0608,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-03-02,3.0608,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-03-03,3.0609,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-03-04,3.0611,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-03-05,3.0625,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-03-06,3.0606,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-03-07,3.0609,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-03-08,3.0609,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-03-09,3.0609,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-03-10,3.0608,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-03-11,3.0612,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-03-12,3.0612,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-03-13,3.0608,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-03-14,3.061,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-03-15,3.061,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-03-16,3.061,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-03-17,3.0622,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-03-18,3.0609,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-03-19,3.0618,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-03-20,3.0679,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-03-21,3.0738,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-03-22,3.0738,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-03-23,3.0738,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-03-24,3.0688,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-03-25,3.0693,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-03-26,3.0706,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-03-27,3.0795,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-03-28,3.0902,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-03-29,3.0902,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-03-30,3.0902,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-03-31,3.0835,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-04-01,3.0683,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-04-02,3.062,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-04-03,3.0609,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-04-04,3.0609,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-04-05,3.0609,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-04-06,3.0609,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-04-07,3.0609,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-04-08,3.0609,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-04-09,3.0608,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-04-10,3.0656,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-04-11,3.0695,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-04-12,3.0695,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-04-13,3.0695,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-04-14,3.0657,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-04-15,3.0625,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-04-16,3.065,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-04-17,3.065,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-04-18,3.065,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-04-19,3.065,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-04-20,3.065,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-04-21,3.067,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-04-22,3.0636,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-04-23,3.0671,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-04-24,3.0828,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-04-25,3.0856,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-04-26,3.0856,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-04-27,3.0856,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-04-28,3.0758,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-04-29,3.0765,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-04-30,3.079,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-05-01,3.0794,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-05-02,3.0794,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-05-03,3.0794,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-05-04,3.0794,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-05-05,3.0786,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-05-06,3.0786,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-05-07,3.0816,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-05-08,3.0885,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-05-09,3.1,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-05-10,3.1,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-05-11,3.1,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-05-12,3.1108,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-05-13,3.0968,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-05-14,3.0863,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-05-15,3.0885,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-05-16,3.1094,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-05-17,3.1094,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-05-18,3.1094,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-05-19,3.1039,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-05-20,3.0974,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-05-21,3.1024,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-05-22,3.105,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-05-23,3.1056,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-05-24,3.1056,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-05-25,3.1056,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-05-26,3.103,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-05-27,3.1026,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-05-28,3.1079,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-05-29,3.1134,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-05-30,3.1168,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-05-31,3.1168,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-06-01,3.1168,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-06-02,3.115,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-06-03,3.1106,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-06-04,3.1176,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-06-05,3.1185,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-06-06,3.1179,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-06-07,3.1179,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-06-08,3.1179,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-06-09,3.1131,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-06-10,3.1146,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-06-11,3.1176,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-06-12,3.1169,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-06-13,3.1191,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-06-14,3.1191,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-06-15,3.1191,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-06-16,3.1191,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-06-17,3.1193,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-06-18,3.121,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-06-19,3.122,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-06-20,3.1203,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-06-21,3.1203,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-06-22,3.1203,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-06-23,3.1168,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-06-24,3.1216,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-06-25,3.1222,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-06-26,3.1225,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-06-27,3.1225,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-06-28,3.1225,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-06-29,3.1225,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-06-30,3.1225,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-07-01,3.1229,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-07-02,3.123,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-07-03,3.1224,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-07-04,3.1204,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-07-05,3.1204,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-07-06,3.1204,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-07-07,3.1179,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-07-08,3.1183,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-07-09,3.1166,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-07-10,3.117,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-07-11,3.1099,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-07-12,3.1099,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-07-13,3.1099,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-07-14,3.118,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-07-15,3.1156,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-07-16,3.1174,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-07-17,3.1184,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-07-18,3.1175,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-07-19,3.1175,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-07-20,3.1175,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-07-21,3.1149,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-07-22,3.1166,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-07-23,3.1156,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-07-24,3.1125,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-07-25,3.1113,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-07-26,3.1113,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-07-27,3.1113,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-07-28,3.11,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-07-29,3.1139,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-07-30,3.1161,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-07-31,3.1141,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-08-01,3.1113,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-08-02,3.1113,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-08-03,3.1113,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-08-04,3.1124,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-08-05,3.1094,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-08-06,3.1071,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-08-07,3.1084,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-08-08,3.1021,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-08-09,3.1021,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-08-10,3.1021,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-08-11,3.102,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-08-12,3.0984,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-08-13,3.0881,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-08-14,3.0759,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-08-15,3.0733,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-08-16,3.0733,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-08-17,3.0733,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-08-18,3.0768,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-08-19,3.0869,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-08-20,3.0876,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-08-21,3.0853,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-08-22,3.0814,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-08-23,3.0814,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-08-24,3.0814,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-08-25,3.0836,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-08-26,3.0855,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-08-27,3.081,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-08-28,3.0789,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-08-29,3.081,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-08-30,3.081,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-08-31,3.081,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-09-01,3.081,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-09-02,3.0765,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-09-03,3.0715,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-09-04,3.0694,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-09-05,3.0699,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-09-06,3.0699,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-09-07,3.0699,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-09-08,3.0681,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-09-09,3.0638,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-09-10,3.0636,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-09-11,3.063,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-09-12,3.0768,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-09-13,3.0768,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-09-14,3.0768,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-09-15,3.0948,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-09-16,3.0941,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-09-17,3.0941,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-09-18,3.0926,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-09-19,3.0916,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-09-20,3.0916,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-09-21,3.0916,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-09-22,3.0864,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-09-23,3.0884,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-09-24,3.1111,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-09-25,3.1208,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-09-26,3.104,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-09-27,3.104,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-09-28,3.104,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-09-29,3.1071,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-09-30,3.1161,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-10-01,3.1131,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-10-02,3.109,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-10-03,3.111,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-10-04,3.111,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-10-05,3.111,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-10-06,3.1145,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-10-07,3.113,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-10-08,3.1137,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-10-09,3.1119,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-10-10,3.1151,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-10-11,3.1151,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-10-12,3.1151,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-10-13,3.1151,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-10-14,3.1138,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-10-15,3.1219,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-10-16,3.136,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-10-17,3.1344,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-10-18,3.1344,1,1,SF60653,2026-07-01 0:00
M,USD,MXN,1992-10-19,3.1344,1,1,SF60653,2026-07-01 0:00
